"studyLatitude","studyLongitude","country","effectSize","sampleSize","interventionType","key","author","crop","crop2","duration","soil","climate","location"
-30.558,23.121,"South Africa",-0.529411773681641,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.210526313781738,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.529411773681641,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.249128818511963,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.379310340881348,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.531531524658203,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.531531524658203,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.135593204498291,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.277777786254883,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.531531524658203,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.802553634643555,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.82152229309082,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.821843032836914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.821843032836914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.552469139099121,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.820224685668945,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.824858779907227,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
38,-97,"United States of America",-0.0353505182266235,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.109310522079468,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",-0.564210739135742,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.591847343444824,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.629508209228516,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.629508209228516,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.629508209228516,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.559322052001953,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.580645179748535,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.132300338745117,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.63515754699707,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.0821917819976807,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.227272720336914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.394866180419922,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.269879055023193,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
30,70,"Pakistan",-0.210932674407959,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
30,70,"Pakistan",-0.268209400177002,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
30,70,"Pakistan",-0.15592381477356,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
30,70,"Pakistan",-0.333333320617676,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
40.227,-3.649,"Spain",-0.702962951660156,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
40.227,-3.649,"Spain",-0.715575637817383,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
40.227,-3.649,"Spain",-0.624883079528809,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.330049247741699,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.235893688201904,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.278070869445801,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.41374267578125,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.248161716461182,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0803658294677734,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.263639316558838,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-35.377,-65.167,"Argentina",-0.573033714294434,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.574759941101074,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.606435661315918,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.558659210205078,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
38,-97,"United States of America",-0.235946464538574,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-35.377,-65.167,"Argentina",-0.570977897644043,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.531177825927734,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.432223510742188,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
38,-97,"United States of America",-0.436738967895508,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",-0.0908291816711426,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",-0.529411773681641,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.33,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.47,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.531531524658203,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.65,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",-0.460666236877441,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.629508209228516,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.272471885681152,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.804123687744141,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.506015014648438,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.645301818847656,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",-0.59055118560791,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
38,-97,"United States of America",3.53687652587891,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",1.17969528198242,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",4.48369567871094,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",1.24191459655762,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",1.01449272155762,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.52,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.01449272155762,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.21666664123535,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.01449272155762,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.655462188720703,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.14583335876465,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.01449272155762,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.952755889892578,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.16483512878418,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.17368423461914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.17368423461914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.981481399536133,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.685039367675781,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.145833330154419,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.17368423461914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.956756744384766,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",1.17368423461914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.0588512229919434,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.0158730161190033,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.0158730161190033,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",4.6257568359375,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.477272720336914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.477272720336914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.477272720336914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.477272720336914,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.557575759887695,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",1.80952377319336,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",3.33333343505859,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.906614761352539,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",1.2,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",1.6,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",1,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",1.9,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
30,70,"Pakistan",0.572792358398438,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
30,70,"Pakistan",0.762269973754883,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
30,70,"Pakistan",0.135174465179443,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
38,-97,"United States of America",0.743589706420898,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.149965190887451,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
40.227,-3.649,"Spain",0.0690624809265137,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
40.227,-3.649,"Spain",0.231172790527344,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",0.361581878662109,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
40.227,-3.649,"Spain",0.0199515795707703,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
40.227,-3.649,"Spain",0.276791343688965,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",0.333333320617676,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
40.227,-3.649,"Spain",0.0342798829078674,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
40.227,-3.649,"Spain",0.174611797332764,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 54","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",0.761689300537109,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.54761905670166,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.619047622680664,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
-30.558,23.121,"South Africa",0.325791854858398,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
38,-97,"United States of America",0.568668479919434,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.624078598022461,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.46376049041748,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
38,-97,"United States of America",0.981273345947266,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-35.377,-65.167,"Argentina",1.1724137878418,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",1.1724137878418,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0.737623596191406,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0.733333358764648,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
38,-97,"United States of America",0.205091972351074,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-35.377,-65.167,"Argentina",0.30434778213501,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0.304347858428955,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0.210005741119385,"1","GMO",6,"doi:10.1371/journal.pone.0111629","soybean",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.242840099334717,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.300675678253174,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
-35.377,-65.167,"Argentina",0.202413959503174,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Warm Temperate and Xeric","Estimated"
35,105,"China",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",0,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.0841971206665039,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
38,-97,"United States of America",0.095130500793457,"1","GMO",6,"doi:10.1371/journal.pone.0111629","maize",NA,"Not reported","USDA Class 75","Warm Temperate and Moist","Estimated"
-30.558,23.121,"South Africa",-0.333333358764648,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 99","Warm Temperate and Xeric","Estimated"
35,105,"China",-0.805601348876953,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.805601348876953,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.805601348876953,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.805601348876953,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.671428604125977,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
35,105,"China",-0.58237232208252,"1","GMO",6,"doi:10.1371/journal.pone.0111629","cotton",NA,"Not reported","USDA Class 75","Cool Temperate and Xeric","Estimated"
